x;y;room;type;z
-0.0009533763;-1.52268994;room_3;Start;0.160594583
-0.0400542021;-1.54182363;room_3;Raumecke;0.1649124
-0.03887692;-1.53800654;room_3;Raumecke;-0.0000796318054
0.161950037;-1.53805816;room_3;Raumecke;0.009591341
0.151032329;-1.54371917;room_3;Raumecke;0.176733613
0.117947951;-1.58754921;room_3;Durchgangstür;0.183718741
