x;y;room;type;z
-0.197252542;-1.56565523;room_4;Start;0.9021593
-0.257387757;-1.5686388;room_4;Raumecke;0.9015919
-0.2546621;-1.56843913;room_4;Landmark;0.844509661
-0.179001123;-1.60157907;room_4;Landmark;0.868742168
-0.170123816;-1.5722214;room_4;Landmark;0.72403723
0.00929999352;-1.58136344;room_4;Raumecke;0.7361055
-0.00366571546;-1.57093012;room_4;Raumecke;0.9088689
-0.07389963;-1.56771564;room_4;Durchgangstür;0.9041386
